PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,FamilySize,IsAlone,AgeGroup,FareGroup
478,0,3,"Passenger, Person 478",male,33.4746666621827,0,0,340478,23.55297927334174,,S,1,1,Adult,Medium-High
479,0,3,"Passenger, Person 479",male,,0,0,340479,26.11241749021229,,S,1,1,,Medium-High
480,1,3,"Passenger, Person 480",female,41.45671996081684,1,0,340480,6.262227510708819,D,S,2,0,Middle-Aged,Low
481,0,3,"Passenger, Person 481",male,41.20558644800709,0,2,340481,5.497253281418574,,S,3,0,Middle-Aged,Low
482,1,3,"Passenger, Person 482",female,4.346286388046378,0,0,340482,6.5056516107644375,,S,1,1,Child,Low
483,1,3,"Passenger, Person 483",male,48.61293352173321,0,0,340483,0.0,,C,1,1,Middle-Aged,Low
484,0,3,"Passenger, Person 484",male,5.593866173482722,0,1,340484,0.0,,S,2,0,Child,Low
485,1,3,"Passenger, Person 485",female,44.67191996295403,8,0,340485,0.0,,C,9,0,Middle-Aged,Low
486,1,3,"Passenger, Person 486",male,46.03722448399996,0,0,340486,10.444916788138032,,S,1,1,Middle-Aged,Medium-Low
487,0,1,"Passenger, Person 487",male,,5,0,PC 17487,105.27524823504848,,Q,6,0,,High
488,1,2,"Passenger, Person 488",male,23.74319282465852,4,0,340488,26.29514681135084,,S,5,0,Adult,Medium-High
489,0,3,"Passenger, Person 489",male,13.66728230695393,1,0,340489,8.085815213967509,,S,2,0,Teens,Low
490,0,3,"Passenger, Person 490",male,26.583645060813335,0,2,340490,8.356141720910331,C23 C25 C27,S,3,0,Adult,Low
491,0,3,"Passenger, Person 491",male,25.23350287930675,0,0,340491,15.040276446663874,,S,1,1,Adult,Medium-Low
492,0,3,"Passenger, Person 492",female,41.00507771790543,1,0,340492,0.0,,S,2,0,Middle-Aged,Low
493,0,2,"Passenger, Person 493",male,48.699476818734325,0,2,340493,33.132726917080156,C23 C25 C27,Q,3,0,Middle-Aged,Medium-High
494,0,1,"Passenger, Person 494",female,49.937415256454365,0,0,PC 17494,184.41005176311313,,S,1,1,Middle-Aged,High
495,0,3,"Passenger, Person 495",male,21.54856361461462,0,0,340495,6.798612985431562,,S,1,1,Adult,Low
496,0,2,"Passenger, Person 496",female,26.666282830704347,0,0,340496,15.480329928465872,,C,1,1,Adult,Medium-Low
497,0,3,"Passenger, Person 497",male,5.290146212796223,0,2,340497,27.35643447329686,,S,3,0,Child,Medium-High
498,1,1,"Passenger, Person 498",female,18.014884035805263,0,0,PC 17498,74.55197590278785,,C,1,1,Adult,High
499,1,3,"Passenger, Person 499",male,,0,1,340499,20.150699905467924,,S,2,0,,Medium-High
500,1,3,"Passenger, Person 500",male,53.12595094144936,1,1,340500,12.664640668191486,,S,3,0,Middle-Aged,Medium-Low
501,0,3,"Passenger, Person 501",male,11.80194135774113,0,0,340501,30.799381273283014,,S,1,1,Child,Medium-High
502,0,3,"Passenger, Person 502",male,21.109268242283033,2,0,340502,19.070875910766453,C23 C25 C27,S,3,0,Adult,Medium-High
503,0,2,"Passenger, Person 503",male,29.317116524095557,1,1,340503,27.7795250349495,,S,3,0,Adult,Medium-High
504,0,3,"Passenger, Person 504",male,33.76233680288429,1,0,340504,19.909371926069458,,C,2,0,Adult,Medium-High
505,1,3,"Passenger, Person 505",female,17.96074896113613,0,1,340505,7.573748900395164,,S,2,0,Teens,Low
506,0,1,"Passenger, Person 506",male,,1,2,PC 17506,48.01734732004226,,S,4,0,,High
507,0,3,"Passenger, Person 507",male,22.829329467471716,0,0,340507,491.63940908971415,,Q,1,1,Adult,High
508,0,3,"Passenger, Person 508",male,29.49044207226495,1,0,340508,15.070541123769791,,S,2,0,Adult,Medium-Low
509,1,3,"Passenger, Person 509",female,37.62112159605364,0,1,340509,0.726278914070497,,C,2,0,Middle-Aged,Low
510,0,3,"Passenger, Person 510",male,29.793122912258596,1,1,340510,34.28414867087258,,Q,3,0,Adult,Medium-High
511,0,3,"Passenger, Person 511",male,23.372404587364755,8,0,340511,24.438790540268094,,C,9,0,Adult,Medium-High
512,0,2,"Passenger, Person 512",male,28.11065784307545,0,0,340512,21.149142209985246,,C,1,1,Adult,Medium-High
513,1,3,"Passenger, Person 513",female,,0,0,340513,10.671489200200387,,S,1,1,,Medium-Low
514,1,3,"Passenger, Person 514",female,24.33484006670914,1,0,340514,15.86543443283091,,S,2,0,Adult,Medium-Low
515,1,1,"Passenger, Person 515",male,25.947457091327017,0,0,PC 17515,124.51656773427932,,C,1,1,Adult,High
516,1,1,"Passenger, Person 516",female,52.8803839723184,1,0,PC 17516,0.0,,S,2,0,Middle-Aged,Low
517,1,2,"Passenger, Person 517",female,37.83333199514796,0,0,340517,479.37706840184313,E101,S,1,1,Middle-Aged,High
518,1,3,"Passenger, Person 518",male,25.415535388577172,0,0,340518,4.9912725991638816,,C,1,1,Adult,Low
519,1,3,"Passenger, Person 519",female,39.80583886540567,4,0,340519,13.65903803712367,B96 B98,S,5,0,Middle-Aged,Medium-Low
520,1,1,"Passenger, Person 520",male,24.859617398537853,0,0,PC 17520,86.86961685677339,C22 C26,Q,1,1,Adult,High
521,0,3,"Passenger, Person 521",male,46.7103072450063,1,0,340521,35.64535240557736,,C,2,0,Middle-Aged,High
522,0,2,"Passenger, Person 522",male,35.05981178687236,0,0,340522,19.51439006691297,F2,C,1,1,Middle-Aged,Medium-High
523,0,3,"Passenger, Person 523",male,,0,0,340523,31.15358023788992,A10,C,1,1,,Medium-High
524,0,3,"Passenger, Person 524",male,,0,0,340524,18.154002164072253,,C,1,1,,Medium-Low
525,1,3,"Passenger, Person 525",female,6.922295795006759,0,0,340525,3.099266515734558,E101,C,1,1,Child,Low
526,0,3,"Passenger, Person 526",male,13.361871700807823,1,0,340526,15.161782149130849,,S,2,0,Teens,Medium-Low
527,0,2,"Passenger, Person 527",male,,0,2,340527,19.11938661770614,,S,3,0,,Medium-High
528,0,2,"Passenger, Person 528",male,31.772674874073747,0,0,340528,6.567083696245022,,C,1,1,Adult,Low
529,1,1,"Passenger, Person 529",female,54.821467492533834,0,2,PC 17529,112.05237601883483,,C,3,0,Middle-Aged,High
530,1,3,"Passenger, Person 530",male,62.05385211979317,1,0,340530,13.923130248348414,E101,S,2,0,Senior,Medium-Low
531,0,3,"Passenger, Person 531",male,,0,0,340531,19.80063876004394,E101,S,1,1,,Medium-High
532,0,3,"Passenger, Person 532",male,36.96224488669463,1,2,340532,15.806880575581465,,S,4,0,Middle-Aged,Medium-Low
533,0,3,"Passenger, Person 533",male,3.584662854785285,0,0,340533,317.6289484738019,,S,1,1,Child,High
534,0,3,"Passenger, Person 534",female,21.831229903856684,0,0,340534,22.13167391519346,,Q,1,1,Adult,Medium-High
535,1,3,"Passenger, Person 535",female,,1,0,340535,6.81161891721063,,Q,2,0,,Low
536,0,3,"Passenger, Person 536",male,20.697709825358817,0,0,340536,0.0,,S,1,1,Adult,Low
537,1,3,"Passenger, Person 537",female,27.26191463052055,0,0,340537,15.095182427496384,,S,1,1,Adult,Medium-Low
538,0,2,"Passenger, Person 538",male,22.854686623391657,0,0,340538,13.457041545958134,,S,1,1,Adult,Medium-Low
539,1,3,"Passenger, Person 539",female,1.0001527495510771,0,0,340539,17.883435548362982,,C,1,1,Child,Medium-Low
540,1,1,"Passenger, Person 540",male,40.54469871370424,1,0,PC 17540,240.06199540329777,,S,2,0,Middle-Aged,High
541,1,3,"Passenger, Person 541",male,14.145226126772805,0,3,340541,35.985136624628645,,S,4,0,Teens,High
542,0,3,"Passenger, Person 542",male,33.169079529611665,1,0,340542,11.863647855559762,,S,2,0,Adult,Medium-Low
543,1,1,"Passenger, Person 543",female,59.774198711374616,0,0,PC 17543,19.681816642807664,,S,1,1,Middle-Aged,Medium-High
544,0,3,"Passenger, Person 544",male,16.36892342199686,0,1,340544,20.11151610109714,,S,2,0,Teens,Medium-High
545,0,3,"Passenger, Person 545",male,0.42,2,0,340545,9.6075184894701,,S,3,0,Child,Medium-Low
546,0,2,"Passenger, Person 546",male,25.55293878273839,0,0,340546,25.753094790510257,,S,1,1,Adult,Medium-High
547,1,1,"Passenger, Person 547",female,45.66391470747928,0,0,PC 17547,32.60286054630537,,S,1,1,Middle-Aged,Medium-High
548,0,3,"Passenger, Person 548",male,58.09603808619861,0,0,340548,16.437616576250274,,S,1,1,Middle-Aged,Medium-Low
549,1,3,"Passenger, Person 549",female,11.871530880439956,0,0,340549,4.748284324771761,,C,1,1,Child,Low
550,1,3,"Passenger, Person 550",female,36.902138736929565,0,1,340550,26.70678757634613,,C,2,0,Middle-Aged,Medium-High
551,0,3,"Passenger, Person 551",male,22.952998376689223,0,3,340551,7.190245401721263,A10,C,4,0,Adult,Low
552,1,3,"Passenger, Person 552",female,,0,0,340552,20.95212789308466,E101,Q,1,1,,Medium-High
553,0,3,"Passenger, Person 553",male,68.042978531747,0,0,340553,0.0,,S,1,1,Senior,Low
554,1,3,"Passenger, Person 554",female,,0,0,340554,22.272912422717603,,S,1,1,,Medium-High
555,0,3,"Passenger, Person 555",male,33.379225091671316,0,0,340555,3.0497752380497953,,S,1,1,Adult,Low
556,0,2,"Passenger, Person 556",female,36.481550990598784,0,2,340556,24.05529849066862,B96 B98,C,3,0,Middle-Aged,Medium-High
557,1,1,"Passenger, Person 557",female,,0,0,PC 17557,163.95967592114297,,Q,1,1,,High
558,1,1,"Passenger, Person 558",female,31.12075572532798,4,0,PC 17558,68.55133391257122,,S,5,0,Adult,High
559,1,3,"Passenger, Person 559",female,34.16673282280948,0,1,340559,2.359163981794735,C23 C25 C27,S,2,0,Adult,Low
560,1,3,"Passenger, Person 560",male,24.021095772384033,1,0,340560,19.14493757849513,,S,2,0,Adult,Medium-High
561,0,3,"Passenger, Person 561",male,33.60234064805405,0,0,340561,4.429204611147974,,C,1,1,Adult,Low
562,1,1,"Passenger, Person 562",female,,0,0,PC 17562,52.61884326261619,,S,1,1,,High
563,0,1,"Passenger, Person 563",male,38.71279240291273,0,1,PC 17563,104.85608744066673,C22 C26,S,2,0,Middle-Aged,High
564,0,1,"Passenger, Person 564",male,24.340650127367308,0,0,PC 17564,190.28273081640103,B96 B98,S,1,1,Adult,High
565,0,2,"Passenger, Person 565",female,35.167955711581705,0,1,340565,21.005193599393095,,S,2,0,Middle-Aged,Medium-High
566,1,3,"Passenger, Person 566",female,,0,0,340566,13.931432608296358,B96 B98,C,1,1,,Medium-Low
567,1,2,"Passenger, Person 567",female,,0,1,340567,30.24766761709707,,S,2,0,,Medium-High
568,0,2,"Passenger, Person 568",male,28.95479100796695,2,1,340568,21.31483465674896,,C,4,0,Adult,Medium-High
569,0,3,"Passenger, Person 569",female,3.9910292110002183,0,0,340569,20.67083219816188,C22 C26,S,1,1,Child,Medium-High
570,0,2,"Passenger, Person 570",male,47.99786176035288,0,0,340570,399.80915836982194,,C,1,1,Middle-Aged,High
571,0,3,"Passenger, Person 571",female,16.566881637492024,1,0,340571,10.074891347052006,,C,2,0,Teens,Medium-Low
572,0,3,"Passenger, Person 572",male,20.220388089592113,0,0,340572,0.0,E101,S,1,1,Adult,Low
573,1,2,"Passenger, Person 573",female,,0,0,340573,10.026947783388938,,S,1,1,,Medium-Low
574,1,3,"Passenger, Person 574",female,49.62935235097685,1,0,340574,26.97550211918833,C22 C26,C,2,0,Middle-Aged,Medium-High
575,1,3,"Passenger, Person 575",male,0.42,1,0,340575,13.308587404625804,,S,2,0,Child,Medium-Low
576,0,3,"Passenger, Person 576",female,75.19735373806992,1,0,340576,9.94956701979311,,C,2,0,Senior,Medium-Low
577,0,1,"Passenger, Person 577",male,45.01282373145775,0,0,PC 17577,175.1592294698502,C23 C25 C27,C,1,1,Middle-Aged,High
578,1,3,"Passenger, Person 578",female,,0,0,340578,12.565425921471146,C23 C25 C27,C,1,1,,Medium-Low
579,0,3,"Passenger, Person 579",female,,3,0,340579,0.0,C23 C25 C27,S,4,0,,Low
580,0,2,"Passenger, Person 580",male,,0,1,340580,1.091073206891536,,S,2,0,,Low
581,1,3,"Passenger, Person 581",female,37.25627521150041,0,0,340581,18.285128228985965,,S,1,1,Middle-Aged,Medium-Low
582,1,3,"Passenger, Person 582",female,39.05562599627583,0,0,340582,12.94419964245801,,S,1,1,Middle-Aged,Medium-Low
583,0,3,"Passenger, Person 583",male,37.756264757050005,0,2,340583,29.68122126712144,,C,3,0,Middle-Aged,Medium-High
584,0,2,"Passenger, Person 584",male,30.998919878201107,0,0,340584,11.127507110545702,,C,1,1,Adult,Medium-Low
585,1,3,"Passenger, Person 585",female,26.83859290554377,0,2,340585,10.27549161795826,,S,3,0,Adult,Medium-Low
586,1,2,"Passenger, Person 586",female,27.50653738702408,0,0,340586,9.16146005021974,,C,1,1,Adult,Medium-Low
587,1,1,"Passenger, Person 587",female,,0,0,PC 17587,43.54365414092469,F2,S,1,1,,High
588,1,1,"Passenger, Person 588",female,,1,0,PC 17588,328.08709194608144,,S,2,0,,High
589,1,1,"Passenger, Person 589",male,38.3065724730725,0,0,PC 17589,54.066596204058534,C22 C26,Q,1,1,Middle-Aged,High
590,1,1,"Passenger, Person 590",female,0.42,0,0,PC 17590,80.10422862594767,E101,Q,1,1,Child,High
591,0,1,"Passenger, Person 591",male,39.21056125968153,0,0,PC 17591,73.51619428767671,A10,S,1,1,Middle-Aged,High
592,0,3,"Passenger, Person 592",male,32.52367482342223,0,0,340592,37.3250859010609,,Q,1,1,Adult,High
593,1,1,"Passenger, Person 593",male,29.428723031534485,0,0,PC 17593,227.16179701980457,,S,1,1,Adult,High
594,0,2,"Passenger, Person 594",male,,0,0,340594,10.89830687750589,A10,S,1,1,,Medium-Low
595,1,3,"Passenger, Person 595",male,45.9996344397972,1,0,340595,0.0,,S,2,0,Middle-Aged,Low
596,0,3,"Passenger, Person 596",male,43.43913370078144,2,0,340596,12.588796117752876,C23 C25 C27,Q,3,0,Middle-Aged,Medium-Low
597,1,3,"Passenger, Person 597",female,,0,0,340597,17.821611519876825,C22 C26,S,1,1,,Medium-Low
598,1,1,"Passenger, Person 598",male,35.602258163305756,0,2,PC 17598,17.032242276138852,,S,3,0,Middle-Aged,Medium-Low
599,0,1,"Passenger, Person 599",male,15.610977349151357,0,0,PC 17599,20.893900553793618,,S,1,1,Teens,Medium-High
600,0,1,"Passenger, Person 600",male,9.69553661056051,1,2,PC 17600,207.58928760637752,C23 C25 C27,C,4,0,Child,High
601,1,1,"Passenger, Person 601",male,20.612600243445502,1,1,PC 17601,64.0609774506663,,S,3,0,Adult,High
602,0,2,"Passenger, Person 602",male,,0,0,340602,29.2692524140446,,S,1,1,,Medium-High
603,0,1,"Passenger, Person 603",male,43.520313157953254,0,0,PC 17603,11.586155567353291,C22 C26,S,1,1,Middle-Aged,Medium-Low
604,1,1,"Passenger, Person 604",male,37.13973859141075,1,0,PC 17604,79.70864421946615,,S,2,0,Middle-Aged,High
605,1,1,"Passenger, Person 605",female,,0,0,PC 17605,57.91560841650804,,S,1,1,,High
606,1,3,"Passenger, Person 606",male,37.18458516316689,0,0,340606,6.250894373163831,F2,S,1,1,Middle-Aged,Low
607,0,1,"Passenger, Person 607",male,20.39851686926719,0,0,PC 17607,174.26343209869205,,C,1,1,Adult,High
608,0,2,"Passenger, Person 608",male,35.96287689777214,0,0,340608,2.604598874770817,,S,1,1,Middle-Aged,Low
609,1,3,"Passenger, Person 609",female,41.30593811580139,1,0,340609,16.980625080624186,,C,2,0,Middle-Aged,Medium-Low
610,1,3,"Passenger, Person 610",male,40.63722428229683,3,0,340610,9.773661789604514,,S,4,0,Middle-Aged,Medium-Low
611,0,1,"Passenger, Person 611",male,,0,0,PC 17611,116.5063095987982,,S,1,1,,High
612,0,3,"Passenger, Person 612",male,39.970405784415426,0,1,340612,9.922657045598068,,S,2,0,Middle-Aged,Medium-Low
613,0,3,"Passenger, Person 613",male,34.795999009352954,0,0,340613,23.219123681108332,,C,1,1,Adult,Medium-High
614,0,1,"Passenger, Person 614",male,45.2171784555882,0,0,PC 17614,10.853197336332144,B96 B98,C,1,1,Middle-Aged,Medium-Low
615,0,3,"Passenger, Person 615",male,29.315441740888627,0,0,340615,26.413085108428437,,S,1,1,Adult,Medium-High
616,1,3,"Passenger, Person 616",male,,0,0,340616,13.363170358581362,,S,1,1,,Medium-Low
617,0,1,"Passenger, Person 617",male,27.33552902281542,0,0,PC 17617,0.0,,S,1,1,Adult,Low
618,0,2,"Passenger, Person 618",male,18.898911650306488,0,0,340618,29.502800926736704,E101,S,1,1,Adult,Medium-High
619,1,3,"Passenger, Person 619",female,19.909915012871465,0,0,340619,11.492652821305835,C22 C26,S,1,1,Adult,Medium-Low
620,1,3,"Passenger, Person 620",female,,0,0,340620,0.0,,S,1,1,,Low
621,1,1,"Passenger, Person 621",female,18.20991114550056,0,2,PC 17621,110.08251053319188,,C,3,0,Adult,High
622,1,1,"Passenger, Person 622",female,25.234557820233917,0,2,PC 17622,162.6644657916606,,S,3,0,Adult,High
623,0,2,"Passenger, Person 623",male,,5,0,340623,37.327764624681706,,S,6,0,,High
624,0,3,"Passenger, Person 624",male,32.79275875690761,0,0,340624,9.51812929140257,,S,1,1,Adult,Medium-Low
625,0,3,"Passenger, Person 625",male,29.71747939275225,0,0,340625,15.278498608583115,,S,1,1,Adult,Medium-Low
626,0,2,"Passenger, Person 626",male,17.852214849511235,1,0,340626,21.316972456307848,,S,2,0,Teens,Medium-High
627,1,3,"Passenger, Person 627",female,39.25906219226987,8,0,340627,30.067828947284887,,S,9,0,Middle-Aged,Medium-High
628,1,3,"Passenger, Person 628",male,43.29476699558509,0,0,340628,4.764625593893513,C23 C25 C27,S,1,1,Middle-Aged,Low
629,1,1,"Passenger, Person 629",female,6.3903819666498745,1,2,PC 17629,47.90656272804575,,S,4,0,Child,High
630,0,2,"Passenger, Person 630",male,18.640490710789894,0,0,340630,9.808635977152518,D,S,1,1,Adult,Medium-Low
631,1,3,"Passenger, Person 631",female,18.547435928084177,0,0,340631,0.0,,S,1,1,Adult,Low
632,0,3,"Passenger, Person 632",male,,0,0,340632,16.4056589915729,,S,1,1,,Medium-Low
633,0,3,"Passenger, Person 633",male,41.727385208010354,0,0,340633,31.29428164955346,D,S,1,1,Middle-Aged,Medium-High
634,0,3,"Passenger, Person 634",male,,1,0,340634,11.496670956334327,C23 C25 C27,S,2,0,,Medium-Low
635,0,1,"Passenger, Person 635",male,25.864534800996143,0,3,PC 17635,15.36206351963553,,S,4,0,Adult,Medium-Low
636,0,2,"Passenger, Person 636",male,0.643995716102074,0,0,340636,23.08917612901689,,S,1,1,Child,Medium-High
637,0,3,"Passenger, Person 637",male,,0,0,340637,20.160299966499213,,S,1,1,,Medium-High
638,1,2,"Passenger, Person 638",female,11.730753274624648,0,0,340638,505.2272960806196,,S,1,1,Child,High
639,0,2,"Passenger, Person 639",male,30.56902313886176,0,0,340639,38.9059593154043,,S,1,1,Adult,High
640,0,2,"Passenger, Person 640",male,33.72196560039379,1,0,340640,10.099295374262216,,S,2,0,Adult,Medium-Low
641,0,1,"Passenger, Person 641",male,49.42954963966043,1,0,PC 17641,61.76636835203571,,Q,2,0,Middle-Aged,High
642,0,2,"Passenger, Person 642",female,,1,0,340642,24.507842762958507,,S,2,0,,Medium-High
643,1,1,"Passenger, Person 643",male,0.42,1,1,PC 17643,114.80117270419052,,S,3,0,Child,High
644,0,2,"Passenger, Person 644",male,32.365818398928575,0,0,340644,21.27396519987609,,S,1,1,Adult,Medium-High
645,0,1,"Passenger, Person 645",male,55.80741213190738,1,0,PC 17645,0.0,,S,2,0,Middle-Aged,Low
646,0,3,"Passenger, Person 646",male,47.66472211762184,0,0,340646,39.398125446269624,,C,1,1,Middle-Aged,High
647,1,3,"Passenger, Person 647",female,32.740061521482076,0,1,340647,11.0843309344929,,S,2,0,Adult,Medium-Low
648,0,3,"Passenger, Person 648",male,22.571275308335313,0,0,340648,14.892942704431224,,Q,1,1,Adult,Medium-Low
649,1,3,"Passenger, Person 649",male,41.403277651241,0,0,340649,20.464372024902783,,S,1,1,Middle-Aged,Medium-High
650,1,3,"Passenger, Person 650",female,15.583580104285204,0,0,340650,6.678441010855177,,S,1,1,Teens,Low
651,1,1,"Passenger, Person 651",male,36.60718765566518,0,0,PC 17651,88.59026082792053,,C,1,1,Middle-Aged,High
652,0,3,"Passenger, Person 652",male,,1,0,340652,6.230907385813761,,S,2,0,,Low
653,0,3,"Passenger, Person 653",male,45.07304365873376,0,1,340653,18.251058156216537,A10,S,2,0,Middle-Aged,Medium-Low
654,1,3,"Passenger, Person 654",female,69.71507056421062,0,0,340654,10.643750865888736,,C,1,1,Senior,Medium-Low
655,1,2,"Passenger, Person 655",male,35.39003152409212,4,0,340655,24.15334085496069,,S,5,0,Middle-Aged,Medium-High
656,1,1,"Passenger, Person 656",female,,0,0,PC 17656,461.3271663217711,,S,1,1,,High
657,0,2,"Passenger, Person 657",male,29.32917247321608,0,1,340657,9.884086357919326,,S,2,0,Adult,Medium-Low
658,0,2,"Passenger, Person 658",male,4.048399379107785,0,0,340658,2.9131712008615747,,S,1,1,Child,Low
659,0,3,"Passenger, Person 659",male,19.626659599208654,0,0,340659,5.864169127411715,,C,1,1,Adult,Low
660,1,3,"Passenger, Person 660",female,23.76540464735999,0,0,340660,0.0,,Q,1,1,Adult,Low
661,0,2,"Passenger, Person 661",male,22.10071822994841,0,0,340661,16.667697326058253,B96 B98,S,1,1,Adult,Medium-Low
662,1,3,"Passenger, Person 662",female,31.90914564448897,0,0,340662,7.80335700840781,C23 C25 C27,S,1,1,Adult,Low
663,1,3,"Passenger, Person 663",female,,0,0,340663,15.340020599875764,,S,1,1,,Medium-Low
664,0,1,"Passenger, Person 664",male,45.95494467620483,0,0,PC 17664,87.62940250587458,,S,1,1,Middle-Aged,High
665,0,1,"Passenger, Person 665",male,29.70300244131386,0,0,PC 17665,182.2022219415235,,Q,1,1,Adult,High
666,1,1,"Passenger, Person 666",male,29.565145343489917,0,0,PC 17666,286.5061944123807,,S,1,1,Adult,High
667,0,2,"Passenger, Person 667",male,,1,0,340667,35.448007170958256,,S,2,0,,Medium-High
668,1,1,"Passenger, Person 668",female,31.950264915955195,0,0,PC 17668,48.80760802874315,,C,1,1,Adult,High
669,0,1,"Passenger, Person 669",female,41.6639248376807,0,1,PC 17669,45.66552152262859,E101,C,2,0,Middle-Aged,High
670,1,2,"Passenger, Person 670",male,,1,2,340670,31.952619550624295,,S,4,0,,Medium-High
671,0,1,"Passenger, Person 671",male,20.15731090840878,0,3,PC 17671,0.0,,S,4,0,Adult,Low
672,1,3,"Passenger, Person 672",female,,0,1,340672,10.212767812201736,,S,2,0,,Medium-Low
673,0,1,"Passenger, Person 673",male,10.184871609638384,0,0,PC 17673,65.5740710665791,,Q,1,1,Child,High
674,1,3,"Passenger, Person 674",female,17.82076103403828,1,0,340674,20.105446333006928,,S,2,0,Teens,Medium-High
675,0,2,"Passenger, Person 675",male,22.79479733360245,1,0,340675,28.640262499830147,,S,2,0,Adult,Medium-High
676,1,3,"Passenger, Person 676",female,42.378643120334544,0,0,340676,5.4898340556766785,,S,1,1,Middle-Aged,Low
677,1,1,"Passenger, Person 677",male,33.507139270527915,1,0,PC 17677,51.82893238699565,,S,2,0,Adult,High
678,0,2,"Passenger, Person 678",male,32.5070537148294,0,0,340678,26.446355312825187,,S,1,1,Adult,Medium-High
679,0,3,"Passenger, Person 679",male,42.0380204514356,0,0,340679,4.891872784893587,C22 C26,Q,1,1,Middle-Aged,Low
680,0,3,"Passenger, Person 680",male,27.70810906820875,0,0,340680,26.947302782517113,A10,,1,1,Adult,Medium-High
681,0,3,"Passenger, Person 681",male,35.361740323968895,0,0,340681,20.38092756784265,,Q,1,1,Middle-Aged,Medium-High
682,1,2,"Passenger, Person 682",female,28.203284582478805,1,2,340682,22.889624126532965,,S,4,0,Adult,Medium-High
683,1,1,"Passenger, Person 683",female,,0,0,PC 17683,114.64336666591171,A10,C,1,1,,High
684,1,3,"Passenger, Person 684",male,21.249999464632054,0,0,340684,8.544203213651203,E101,C,1,1,Adult,Low
685,0,3,"Passenger, Person 685",male,0.42,2,2,340685,6.790794355936197,,S,5,0,Child,Low
686,0,3,"Passenger, Person 686",male,27.75295214829859,0,0,340686,9.00805562247407,,S,1,1,Adult,Medium-Low
687,0,3,"Passenger, Person 687",male,,0,0,340687,19.179633614858343,,S,1,1,,Medium-High
688,0,2,"Passenger, Person 688",male,43.13012333250308,0,0,340688,23.273194749212497,D,C,1,1,Middle-Aged,Medium-High
689,0,3,"Passenger, Person 689",male,,1,0,340689,9.03014094338019,,S,2,0,,Medium-Low
690,0,1,"Passenger, Person 690",male,47.62389546619016,1,1,PC 17690,142.6173759779971,,Q,3,0,Middle-Aged,High
691,0,2,"Passenger, Person 691",male,30.985535068940845,0,0,340691,18.39869650963,,S,1,1,Adult,Medium-Low
692,0,2,"Passenger, Person 692",male,32.56107775738114,0,0,340692,11.646960307340816,,C,1,1,Adult,Medium-Low
693,0,3,"Passenger, Person 693",male,,0,0,340693,16.477756602283726,,S,1,1,,Medium-Low
694,1,2,"Passenger, Person 694",female,25.11694358760778,1,0,340694,7.490616348903108,,C,2,0,Adult,Low
695,0,1,"Passenger, Person 695",male,38.628681671681555,0,2,PC 17695,265.2867771053699,,S,3,0,Middle-Aged,High
696,0,3,"Passenger, Person 696",female,47.15632433894783,0,0,340696,13.623849668782096,,Q,1,1,Middle-Aged,Medium-Low
697,0,2,"Passenger, Person 697",male,27.678029002625507,2,0,340697,12.113620681758515,,S,3,0,Adult,Medium-Low
698,0,3,"Passenger, Person 698",male,23.17225565965453,0,0,340698,10.884302120631654,,S,1,1,Adult,Medium-Low
699,1,1,"Passenger, Person 699",female,29.70765540342066,0,0,PC 17699,8.7448323847329,D,S,1,1,Adult,Medium-Low
700,1,3,"Passenger, Person 700",female,38.41749785947217,0,2,340700,308.09099782502966,,S,3,0,Middle-Aged,High
701,1,3,"Passenger, Person 701",female,8.764105166063644,4,0,340701,6.4035798167904785,B96 B98,S,5,0,Child,Low
702,0,1,"Passenger, Person 702",male,0.42,0,0,PC 17702,50.454048502676834,,S,1,1,Child,High
703,0,2,"Passenger, Person 703",male,21.71721568237204,0,0,340703,25.57248247858205,,C,1,1,Adult,Medium-High
704,1,1,"Passenger, Person 704",female,11.9996698242447,0,1,PC 17704,0.0,,S,2,0,Child,Low
705,1,1,"Passenger, Person 705",male,22.33196713411399,0,0,PC 17705,0.0,,S,1,1,Adult,Low
706,0,3,"Passenger, Person 706",male,27.557185377146663,0,1,340706,17.87048119262754,,S,2,0,Adult,Medium-Low
707,0,2,"Passenger, Person 707",male,23.127898069166307,0,0,340707,14.875680803991797,,S,1,1,Adult,Medium-Low
708,0,3,"Passenger, Person 708",male,50.76077924982581,8,2,340708,3.763553824164286,,Q,11,0,Middle-Aged,Low
709,1,2,"Passenger, Person 709",female,34.43779908673364,0,0,340709,28.50385124831516,,S,1,1,Adult,Medium-High
710,0,3,"Passenger, Person 710",male,34.05687821435701,0,0,340710,4.748861749812077,,Q,1,1,Adult,Low
711,1,3,"Passenger, Person 711",male,38.72200358862933,0,0,340711,10.66036470496183,,S,1,1,Middle-Aged,Medium-Low
712,0,3,"Passenger, Person 712",male,13.186919792178848,0,0,340712,3.8225648523023583,,S,1,1,Teens,Low
713,0,3,"Passenger, Person 713",male,,1,2,340713,17.017809048748063,,C,4,0,,Medium-Low
714,1,2,"Passenger, Person 714",male,28.60141784523583,0,1,340714,37.976990505318064,,S,2,0,Adult,High
715,0,2,"Passenger, Person 715",male,39.421968949997584,0,0,340715,0.0,,S,1,1,Middle-Aged,Low
716,0,3,"Passenger, Person 716",male,14.158070120917746,0,0,340716,14.919234576257102,,S,1,1,Teens,Medium-Low
